1, Bachelors, Never-married
935, 11th, Married-civ-spouse
936, HS-grad, Married-civ-spouse
937, Masters, Never-married
938, Prof-school, Married-civ-spouse
939, HS-grad, Married-civ-spouse
940, Bachelors, Never-married
941, Assoc-acdm, Divorced
942, HS-grad, Married-civ-spouse
943, HS-grad, Married-civ-spouse
944, HS-grad, Never-married
945, HS-grad, Married-civ-spouse
946, Some-college, Divorced
947, Some-college, Divorced
948, Bachelors, Married-civ-spouse
949, Some-college, Divorced
950, Some-college, Divorced
951, HS-grad, Married-civ-spouse
952, Masters, Married-civ-spouse
953, 7th-8th, Widowed
954, HS-grad, Never-married
955, Some-college, Married-civ-spouse
956, 10th, Married-civ-spouse
957, Some-college, Married-civ-spouse
958, 10th, Divorced
959, Bachelors, Married-civ-spouse
960, Assoc-acdm, Married-civ-spouse
961, Some-college, Married-civ-spouse
962, HS-grad, Divorced
963, Bachelors, Married-civ-spouse
964, 10th, Divorced
965, HS-grad, Married-civ-spouse
966, HS-grad, Never-married
967, Some-college, Married-civ-spouse
968, HS-grad, Married-civ-spouse
969, Bachelors, Married-civ-spouse
970, Assoc-voc, Widowed
971, HS-grad, Married-civ-spouse
972, Bachelors, Never-married
973, Bachelors, Widowed
974, HS-grad, Married-civ-spouse
975, HS-grad, Never-married
976, Some-college, Never-married
977, Some-college, Never-married
978, Masters, Married-civ-spouse
979, HS-grad, Widowed
980, HS-grad, Divorced
981, HS-grad, Never-married
982, Assoc-acdm, Never-married
983, HS-grad, Never-married
984, HS-grad, Never-married
985, HS-grad, Widowed
986, Assoc-voc, Divorced
987, HS-grad, Never-married
988, HS-grad, Divorced
989, HS-grad, Divorced
990, Some-college, Widowed
991, Bachelors, Never-married
992, Assoc-voc, Married-civ-spouse
993, HS-grad, Married-civ-spouse
994, HS-grad, Married-civ-spouse
995, HS-grad, Never-married
996, HS-grad, Married-civ-spouse
997, Masters, Divorced
998, Bachelors, Divorced
999, Some-college, Married-civ-spouse
1000, Bachelors, Married-civ-spouse
1001, Some-college, Never-married
1002, Doctorate, Married-civ-spouse
1003, HS-grad, Married-civ-spouse
1004, Bachelors, Never-married
1005, HS-grad, Never-married
1006, Bachelors, Married-civ-spouse
1007, HS-grad, Separated
1008, HS-grad, Married-civ-spouse
1009, HS-grad, Married-civ-spouse
1010, Some-college, Married-civ-spouse
1011, HS-grad, Divorced
1012, Assoc-voc, Never-married
1013, HS-grad, Married-civ-spouse
1014, Some-college, Married-civ-spouse
1015, Masters, Married-civ-spouse
1016, 7th-8th, Married-civ-spouse
1017, Assoc-voc, Married-civ-spouse
1018, HS-grad, Widowed
1019, HS-grad, Divorced
1020, HS-grad, Never-married
1021, Some-college, Never-married
1022, Masters, Married-civ-spouse
1023, HS-grad, Separated
1024, Some-college, Married-civ-spouse
1025, HS-grad, Never-married
1026, HS-grad, Married-civ-spouse
1027, Bachelors, Never-married
1028, HS-grad, Married-civ-spouse
1029, 10th, Married-civ-spouse
1030, Masters, Married-spouse-absent
1031, Assoc-voc, Never-married
1032, Assoc-acdm, Never-married
1033, Some-college, Never-married
1034, HS-grad, Never-married
1035, 7th-8th, Widowed
1036, HS-grad, Never-married
1037, 9th, Married-civ-spouse
1038, HS-grad, Never-married
1039, HS-grad, Divorced
1040, 11th, Married-civ-spouse
1041, HS-grad, Never-married
1042, Some-college, Never-married
1043, Some-college, Divorced
1044, Bachelors, Married-civ-spouse
1045, Some-college, Never-married
1046, Prof-school, Divorced
1047, Assoc-acdm, Never-married
1048, Some-college, Married-civ-spouse
1049, Some-college, Never-married
1050, Bachelors, Married-civ-spouse
1051, HS-grad, Married-civ-spouse
1052, Bachelors, Married-civ-spouse
1053, Bachelors, Married-civ-spouse
1054, Some-college, Married-civ-spouse
1055, Some-college, Divorced
1056, Bachelors, Married-civ-spouse
1057, 12th, Married-civ-spouse
1058, Assoc-voc, Divorced
1059, Masters, Married-civ-spouse
1060, HS-grad, Married-civ-spouse
1061, HS-grad, Married-civ-spouse
1062, HS-grad, Married-civ-spouse
1063, HS-grad, Married-civ-spouse
1064, Assoc-acdm, Separated
1065, Some-college, Married-civ-spouse
1066, Some-college, Never-married
1067, Prof-school, Married-civ-spouse
1068, 12th, Married-civ-spouse
1069, Bachelors, Married-civ-spouse
1070, Assoc-acdm, Divorced
1071, Bachelors, Never-married
1072, HS-grad, Married-civ-spouse
1073, HS-grad, Married-civ-spouse
1074, Doctorate, Married-civ-spouse
1075, 11th, Never-married
1076, Some-college, Never-married
1077, Bachelors, Never-married
1078, Bachelors, Never-married
1079, HS-grad, Married-civ-spouse
1080, Assoc-voc, Married-civ-spouse
1081, Bachelors, Separated
1082, HS-grad, Divorced
1083, HS-grad, Married-civ-spouse
1084, Some-college, Married-civ-spouse
1085, Some-college, Married-civ-spouse
1086, Assoc-voc, Married-civ-spouse
1087, HS-grad, Married-civ-spouse
1088, Bachelors, Never-married
1089, Some-college, Married-civ-spouse
1090, HS-grad, Divorced
1091, Assoc-acdm, Married-civ-spouse
1092, Bachelors, Never-married
1093, Doctorate, Married-spouse-absent
1094, HS-grad, Divorced
1095, Some-college, Never-married
1096, Bachelors, Never-married
1097, 10th, Married-civ-spouse
1098, HS-grad, Never-married
1099, HS-grad, Married-civ-spouse
1100, Some-college, Divorced
1101, 7th-8th, Married-civ-spouse
1102, Bachelors, Married-civ-spouse
1103, 9th, Married-civ-spouse
1104, Bachelors, Married-civ-spouse
1105, Assoc-acdm, Married-civ-spouse
1106, HS-grad, Divorced
1107, Bachelors, Never-married
1108, HS-grad, Never-married
1109, Bachelors, Married-civ-spouse
1110, Assoc-voc, Married-civ-spouse
1111, Masters, Married-civ-spouse
1112, Bachelors, Married-civ-spouse
1113, Bachelors, Never-married
1114, HS-grad, Married-civ-spouse
1115, HS-grad, Divorced
1116, Assoc-voc, Married-civ-spouse
1117, Some-college, Married-civ-spouse
1118, HS-grad, Married-civ-spouse
1119, Bachelors, Married-civ-spouse
1120, Bachelors, Married-civ-spouse
1121, Some-college, Married-civ-spouse
1122, HS-grad, Divorced
1123, Some-college, Married-civ-spouse
1124, Bachelors, Married-civ-spouse
1125, Some-college, Divorced
1126, Assoc-voc, Never-married
1127, HS-grad, Married-civ-spouse
1128, HS-grad, Widowed
1129, Some-college, Divorced
1130, Bachelors, Married-civ-spouse
1131, Some-college, Never-married
1132, HS-grad, Divorced
1133, HS-grad, Never-married
1134, Assoc-voc, Never-married
1135, Some-college, Divorced
1136, Some-college, Married-civ-spouse
1137, Masters, Married-civ-spouse
1138, HS-grad, Married-civ-spouse
1139, HS-grad, Married-civ-spouse
1140, 1st-4th, Married-civ-spouse
1141, Some-college, Never-married
1142, Some-college, Never-married
1143, HS-grad, Widowed
1144, Bachelors, Never-married
1145, Some-college, Married-civ-spouse
1146, Masters, Married-civ-spouse
1147, Some-college, Never-married
1148, HS-grad, Married-civ-spouse
1149, HS-grad, Married-civ-spouse
1150, HS-grad, Married-civ-spouse
1151, HS-grad, Never-married
1152, Some-college, Divorced
1153, Some-college, Never-married
1154, HS-grad, Married-civ-spouse
1155, HS-grad, Married-civ-spouse
1156, Some-college, Married-civ-spouse
1157, HS-grad, Married-civ-spouse
1158, Masters, Married-civ-spouse
1159, Bachelors, Never-married
1160, HS-grad, Never-married
1161, Assoc-voc, Married-civ-spouse
1162, HS-grad, Widowed
1163, Bachelors, Married-civ-spouse
1164, Assoc-acdm, Married-civ-spouse
1165, Bachelors, Married-civ-spouse
1166, HS-grad, Divorced
1167, Bachelors, Married-civ-spouse
1168, Some-college, Never-married
1169, Prof-school, Married-civ-spouse
1170, HS-grad, Divorced
1171, HS-grad, Divorced
1172, 11th, Divorced
1173, Masters, Married-civ-spouse
1174, Assoc-voc, Never-married
1175, HS-grad, Married-civ-spouse
1176, Some-college, Married-civ-spouse
1177, Assoc-voc, Never-married
1178, HS-grad, Married-civ-spouse
1179, HS-grad, Never-married
1180, 11th, Never-married
1181, HS-grad, Married-civ-spouse
1182, Bachelors, Divorced
1183, Bachelors, Married-civ-spouse
1184, HS-grad, Married-civ-spouse
1185, HS-grad, Married-civ-spouse
1186, Masters, Married-civ-spouse
1187, Some-college, Never-married
1188, HS-grad, Married-civ-spouse
1189, Bachelors, Never-married
1190, Bachelors, Never-married
1191, Assoc-voc, Divorced
1192, Some-college, Married-civ-spouse
1193, HS-grad, Married-civ-spouse
1194, Bachelors, Married-civ-spouse
1195, Some-college, Never-married
1196, Bachelors, Divorced
1197, Assoc-acdm, Married-civ-spouse
1198, Masters, Married-civ-spouse
1199, HS-grad, Never-married
1200, HS-grad, Married-civ-spouse
1201, HS-grad, Married-civ-spouse
1202, Bachelors, Married-civ-spouse
1203, Bachelors, Divorced
1204, Bachelors, Never-married
1205, Some-college, Married-civ-spouse
1206, Masters, Married-civ-spouse
1207, HS-grad, Married-civ-spouse
1208, Bachelors, Married-civ-spouse
1209, Some-college, Never-married
1210, HS-grad, Married-civ-spouse
1211, Some-college, Married-civ-spouse
1212, Some-college, Separated
1213, Some-college, Divorced
1214, Doctorate, Married-civ-spouse
1215, Some-college, Never-married
1216, Bachelors, Widowed
1217, Some-college, Married-civ-spouse
1218, HS-grad, Divorced
1219, Bachelors, Divorced
1220, Prof-school, Married-civ-spouse
1221, HS-grad, Married-civ-spouse
1222, HS-grad, Married-civ-spouse
1223, Some-college, Married-civ-spouse
1224, HS-grad, Widowed
1225, Masters, Married-civ-spouse
1226, HS-grad, Never-married
1227, Bachelors, Married-civ-spouse
1228, Some-college, Married-civ-spouse
1229, HS-grad, Divorced
1230, Prof-school, Married-civ-spouse
1231, Bachelors, Married-civ-spouse
1232, HS-grad, Divorced
1233, Bachelors, Never-married
1234, HS-grad, Married-civ-spouse
1235, 11th, Separated
1236, Some-college, Never-married
1237, HS-grad, Never-married
1238, HS-grad, Married-civ-spouse
1239, HS-grad, Never-married
1240, Some-college, Never-married
1241, Masters, Never-married
1242, HS-grad, Separated
1243, HS-grad, Widowed
1244, HS-grad, Married-civ-spouse
1245, Some-college, Never-married
1246, Some-college, Widowed
1247, Prof-school, Married-civ-spouse
1248, HS-grad, Divorced
1249, HS-grad, Married-civ-spouse
1250, HS-grad, Never-married
1251, Masters, Married-civ-spouse
1252, Some-college, Married-civ-spouse
1253, HS-grad, Married-civ-spouse
1254, HS-grad, Divorced
1255, Some-college, Never-married
1256, HS-grad, Married-civ-spouse
1257, Bachelors, Never-married
1258, HS-grad, Married-civ-spouse
1259, Bachelors, Married-civ-spouse
1260, Some-college, Separated
1261, HS-grad, Married-civ-spouse
1262, HS-grad, Married-civ-spouse
1263, Assoc-voc, Widowed
1264, HS-grad, Widowed
1265, Some-college, Never-married
1266, HS-grad, Never-married
1267, Bachelors, Married-civ-spouse
1268, Some-college, Married-civ-spouse
1269, Some-college, Married-civ-spouse
1270, Bachelors, Divorced
1271, Bachelors, Never-married
1272, Some-college, Married-civ-spouse
1273, Assoc-acdm, Never-married
1274, HS-grad, Never-married
1275, Some-college, Never-married
1276, Bachelors, Married-civ-spouse
1277, Bachelors, Married-civ-spouse
1278, Bachelors, Married-civ-spouse
1279, HS-grad, Married-civ-spouse
1280, HS-grad, Married-civ-spouse
1281, HS-grad, Never-married
1282, Assoc-acdm, Divorced
1283, HS-grad, Married-civ-spouse
1284, Some-college, Never-married
1285, HS-grad, Married-civ-spouse
1286, Some-college, Married-civ-spouse
1287, Bachelors, Married-civ-spouse
1288, 10th, Married-civ-spouse
1289, Bachelors, Never-married
1290, HS-grad, Married-civ-spouse
1291, 12th, Married-civ-spouse
1292, 1st-4th, Widowed
1293, HS-grad, Married-civ-spouse
1294, Masters, Married-civ-spouse
1295, HS-grad, Married-civ-spouse
1296, 5th-6th, Married-civ-spouse
1297, Some-college, Never-married
1298, Assoc-acdm, Married-civ-spouse
1299, Some-college, Never-married
1300, HS-grad, Married-civ-spouse
1301, Some-college, Never-married
1302, HS-grad, Never-married
1303, Some-college, Married-civ-spouse
1304, Prof-school, Married-civ-spouse
1305, Assoc-voc, Married-civ-spouse
1306, Bachelors, Married-civ-spouse
1307, Assoc-voc, Never-married
1308, 5th-6th, Never-married
1309, HS-grad, Married-civ-spouse
1310, HS-grad, Married-civ-spouse
1311, Bachelors, Married-civ-spouse
1312, Bachelors, Never-married
1313, Some-college, Never-married
1314, HS-grad, Divorced
1315, Some-college, Married-civ-spouse
1316, HS-grad, Never-married
1317, Doctorate, Married-civ-spouse
1318, Assoc-acdm, Never-married
1319, Bachelors, Married-civ-spouse
1320, Bachelors, Married-civ-spouse
1321, HS-grad, Widowed
1322, Some-college, Never-married
1323, HS-grad, Never-married
1324, Some-college, Married-civ-spouse
1325, HS-grad, Married-civ-spouse
1326, 10th, Never-married
1327, HS-grad, Married-civ-spouse
1328, HS-grad, Widowed
1329, HS-grad, Never-married
1330, 11th, Never-married
1331, HS-grad, Never-married
1332, Some-college, Never-married
1333, HS-grad, Never-married
1334, Prof-school, Married-civ-spouse
1335, Assoc-voc, Married-civ-spouse
1336, Some-college, Never-married
1337, Bachelors, Never-married
1338, HS-grad, Married-civ-spouse
1339, Bachelors, Divorced
1340, Some-college, Married-civ-spouse
1341, Prof-school, Never-married
1342, Masters, Married-spouse-absent
1343, Some-college, Divorced
1344, HS-grad, Never-married
1345, HS-grad, Never-married
1346, Bachelors, Never-married
1347, Bachelors, Married-civ-spouse
1348, 11th, Never-married
1349, Bachelors, Married-civ-spouse
1350, 7th-8th, Married-civ-spouse
1351, Some-college, Never-married
1352, Bachelors, Married-civ-spouse
1353, HS-grad, Separated
1354, Some-college, Married-civ-spouse
1355, 5th-6th, Divorced
1356, HS-grad, Married-civ-spouse
1357, 10th, Never-married
1358, Bachelors, Never-married
1359, HS-grad, Never-married
1360, Some-college, Never-married
1361, HS-grad, Never-married
1362, HS-grad, Married-civ-spouse
1363, HS-grad, Never-married
1364, Some-college, Divorced
1365, Assoc-voc, Never-married
1366, HS-grad, Divorced
1367, HS-grad, Married-civ-spouse
1368, Some-college, Widowed
1369, HS-grad, Married-civ-spouse
1370, 10th, Never-married
1371, Assoc-acdm, Never-married
1372, HS-grad, Married-civ-spouse
1373, Masters, Never-married
1374, Bachelors, Married-civ-spouse
1375, Assoc-voc, Never-married
1376, HS-grad, Divorced
1377, HS-grad, Married-civ-spouse
1378, HS-grad, Married-civ-spouse
1379, Masters, Married-civ-spouse
1380, Bachelors, Divorced
1381, Some-college, Separated
1382, Bachelors, Never-married
1383, Bachelors, Never-married
1384, Some-college, Never-married
1385, HS-grad, Married-civ-spouse
1386, Some-college, Never-married
1387, HS-grad, Never-married
1388, Some-college, Divorced
1389, Some-college, Never-married
1390, 11th, Never-married
1391, Bachelors, Never-married
1392, 7th-8th, Married-civ-spouse
1393, HS-grad, Divorced
1394, HS-grad, Never-married
1395, 10th, Never-married
1396, 10th, Never-married
1397, HS-grad, Married-civ-spouse
1398, Masters, Married-civ-spouse
1399, 10th, Married-civ-spouse
1400, HS-grad, Married-civ-spouse
1401, HS-grad, Never-married
1402, Assoc-acdm, Married-civ-spouse
